»Àø⁄,∆Ωæ˘ƒÍ¡‰,∆Ωæ˘ ’»Î,µÍ√Ê¿‡–Õ,‘¬æ˘œ˙ €∂Ó
109000,51,9.3603,…Ã≥°µÍ,500001
129300,46,6.1592,…Ã≥°µÍ,381700
68900,52,4.6071,…Ã≥°µÍ,337400
81900,52,4.0846,…Ã≥°µÍ,333600
86200,36,6.0274,…Ã≥°µÍ,349000
77200,36,4.95,…Ã≥°µÍ,322600
178600,35,3.0804,…Ã≥°µÍ,313400
69500,52,6.5372,…Ã≥°µÍ,394000
64200,52,4.375,…Ã≥°µÍ,349500
70700,51,6.2561,…Ã≥°µÍ,431000
253500,46,5.0887,…Ã≥°µÍ,335100
148800,43,5.5622,…Ã≥°µÍ,313600
226300,38,6.203,…Ã≥°µÍ,346800
85600,52,5.3961,…Ã≥°µÍ,416900
79100,52,10.959,…Ã≥°µÍ,500001
73500,52,8.1189,…Ã≥°µÍ,500001
163300,52,5.6787,…Ã≥°µÍ,363600
160500,52,4.9537,…Ã≥°µÍ,365600
87600,52,7.8476,…Ã≥°µÍ,500001
127600,52,8.0069,…Ã≥°µÍ,426800
81200,52,6.8322,…Ã≥°µÍ,394100
115300,52,5.1238,…Ã≥°µÍ,335100
143100,52,5.2088,…Ã≥°µÍ,344200
97000,39,4.7813,…Ã≥°µÍ,275500
141100,52,3.8304,…Ã≥°µÍ,261400
75200,52,3.2448,…Ã≥°µÍ,266200
119300,52,5.0634,…Ã≥°µÍ,264200
167000,46,4.1932,…Ã≥°µÍ,269200
65300,52,4.2167,…Ã≥°µÍ,231900
77100,46,4.7143,…Ã≥°µÍ,219300
108300,47,4.475,…Ã≥°µÍ,221200
179500,51,3.6581,…Ã≥°µÍ,225000
61300,45,2.9119,…Ã≥°µÍ,228900
149100,48,3.9758,…Ã≥°µÍ,348600
127300,48,3.275,…Ã≥°µÍ,332100
139500,52,3.9097,…Ã≥°µÍ,323800
117100,50,4.0977,…Ã≥°µÍ,322100
101500,52,4.1397,…Ã≥°µÍ,331300
159400,52,4.4094,…Ã≥°µÍ,336100
70800,52,5.8096,…Ã≥°µÍ,339800
109200,52,3.5302,…Ã≥°µÍ,329600
109100,52,3.5909,…Ã≥°µÍ,331200
78200,52,4.0391,…Ã≥°µÍ,332700
65000,48,3.5278,…Ã≥°µÍ,339800
79500,49,4.3977,…Ã≥°µÍ,353600
72900,49,4.3281,…Ã≥°µÍ,323100
112600,51,4.4,…Ã≥°µÍ,318400
158300,52,4.3393,…Ã≥°µÍ,317600
105200,49,4.4375,…Ã≥°µÍ,329200
128500,48,3.7734,…Ã≥°µÍ,314700
113600,52,4.7703,…Ã≥°µÍ,331000
84700,52,4.1029,…Ã≥°µÍ,500001
106700,52,2.9293,…Ã≥°µÍ,350000
142100,52,3.0265,…Ã≥°µÍ,350000
99900,52,3.7419,…Ã≥°µÍ,500001
158400,52,3.7887,…Ã≥°µÍ,500001
88000,51,2.7431,…Ã≥°µÍ,307100
130200,52,3.7292,…Ã≥°µÍ,416700
138000,52,4.75,…Ã≥°µÍ,500001
19400,52,2.8125,…Ã≥°µÍ,500001
99000,52,3.9688,…Ã≥°µÍ,483300
107800,52,3.5221,…Ã≥°µÍ,443300
95500,52,4.1339,…Ã≥°µÍ,396400
167400,48,3.129,…Ã≥°µÍ,375000
224600,52,4.1148,…Ã≥°µÍ,457800
173800,44,3.1653,…Ã≥°µÍ,335300
170400,32,3.2028,…Ã≥°µÍ,322900
178300,46,3.6148,…Ã≥°µÍ,352200
54600,52,9.1881,…Ã≥°µÍ,500001
114300,52,6.1407,…Ã≥°µÍ,500001
80500,52,10.7058,…Ã≥°µÍ,500001
203000,52,3.4236,…Ã≥°µÍ,376800
136400,52,3.4605,…Ã≥°µÍ,441700
140000,52,3.2396,…Ã≥°µÍ,375000
163600,52,2.8553,…Ã≥°µÍ,360700
209900,52,3.9375,…Ã≥°µÍ,402900
104200,52,4.1635,…Ã≥°µÍ,398400
116600,52,4.0652,…Ã≥°µÍ,421300
122000,52,3.1989,…Ã≥°µÍ,446900
144800,52,3.1392,…Ã≥°µÍ,422400
147900,52,4.0208,…Ã≥°µÍ,414600
115300,52,4.1856,…Ã≥°µÍ,404700
135000,52,3.8571,…Ã≥°µÍ,366700
142700,52,3.4883,…Ã≥°µÍ,337200
136200,52,4.218,…Ã≥°µÍ,393800
120200,52,3.8899,…Ã≥°µÍ,348500
111100,50,3.5588,…Ã≥°µÍ,346400
150800,52,3.5865,…Ã≥°µÍ,311400
150500,47,3.0877,…Ã≥°µÍ,329100
166300,52,3.0278,…Ã≥°µÍ,356300
117000,52,3.7036,…Ã≥°µÍ,369200
107000,52,4.125,…Ã≥°µÍ,359500
110900,52,2.6719,…Ã≥°µÍ,318500
141900,42,3.6429,…Ã≥°µÍ,328400
104000,49,4.2414,…Ã≥°µÍ,500001
104900,50,3.5833,…Ã≥°µÍ,348500
103200,52,3.9954,…Ã≥°µÍ,324700
125200,52,5.0562,…Ã≥°µÍ,336700
131200,52,3.5833,…Ã≥°µÍ,322900
141800,46,3.7167,…Ã≥°µÍ,332800
105600,45,4.7328,…Ã≥°µÍ,351100
120100,47,4.0353,…Ã≥°µÍ,342200
471500,45,3.4051,…Ã≥°µÍ,500001
1300,52,15.0001,…Ã≥°µÍ,500001
354900,42,1.2387,…Ã≥°µÍ,212800
3700,52,10.2264,…Ã≥°µÍ,225000
2300,26,6.1359,…Ã≥°µÍ,225000
55800,47,4.2708,…Ã≥°µÍ,207100
118300,47,3.3625,…Ã≥°µÍ,223700
161800,28,0.9365,Ω÷±ﬂµÍ,52500
144800,49,1.1094,Ω÷±ﬂµÍ,52500
110900,46,1.2904,Ω÷±ﬂµÍ,63300
63000,52,1.2411,Ω÷±ﬂµÍ,112500
15400,52,0.8738,Ω÷±ﬂµÍ,75000
16700,52,0.7917,Ω÷±ﬂµÍ,22500
120200,24,1.7875,Ω÷±ﬂµÍ,76800
58300,48,2.3393,Ω÷±ﬂµÍ,77600
102500,52,1.2962,Ω÷±ﬂµÍ,110200
123700,48,1.3438,Ω÷±ﬂµÍ,103100
134000,50,1.3191,Ω÷±ﬂµÍ,92300
139800,31,1.125,Ω÷±ﬂµÍ,110400
73600,52,3.6591,Ω÷±ﬂµÍ,105100
67900,52,1.7788,Ω÷±ﬂµÍ,97400
115700,52,3.226,Ω÷±ﬂµÍ,107600
69400,52,3.3466,Ω÷±ﬂµÍ,92600
145500,47,1.65,Ω÷±ﬂµÍ,66000
180500,43,1.425,Ω÷±ﬂµÍ,61300
57300,43,1.7212,Ω÷±ﬂµÍ,59000
136800,52,1.8261,Ω÷±ﬂµÍ,54600
67600,38,1.7386,Ω÷±ﬂµÍ,52000
148900,44,1.4688,Ω÷±ﬂµÍ,56800
140600,48,1.7039,Ω÷±ﬂµÍ,52700
27200,52,0.696,Ω÷±ﬂµÍ,42500
203700,40,2.0303,Ω÷±ﬂµÍ,63800
74200,40,1.2625,Ω÷±ﬂµÍ,43000
32300,41,1.9531,Ω÷±ﬂµÍ,45000
41200,40,1.3417,Ω÷±ﬂµÍ,60800
2300,52,2.375,Ω÷±ﬂµÍ,67500
6400,36,2.625,Ω÷±ﬂµÍ,55000
78800,52,3.6094,Ω÷±ﬂµÍ,118400
92200,47,3.1845,Ω÷±ﬂµÍ,87200
97500,46,2.0398,Ω÷±ﬂµÍ,88100
90600,42,2.5488,Ω÷±ﬂµÍ,80300
201000,27,2.1284,Ω÷±ﬂµÍ,59400
33800,36,1.7885,Ω÷±ﬂµÍ,62100
120300,33,3.765,Ω÷±ﬂµÍ,94600
155400,23,3.0354,Ω÷±ﬂµÍ,113700
169800,33,3.1406,Ω÷±ﬂµÍ,93900
22700,32,3.9922,Ω÷±ﬂµÍ,247400
46200,21,5.8995,Ω÷±ﬂµÍ,189900
173700,37,3.066,Ω÷±ﬂµÍ,94100
174600,36,3.4625,Ω÷±ﬂµÍ,84600
135100,38,3.5404,Ω÷±ﬂµÍ,91600
109700,46,3.3235,Ω÷±ﬂµÍ,87800
109300,43,2.9107,Ω÷±ﬂµÍ,88800
72100,43,3.5703,Ω÷±ﬂµÍ,87400
99900,36,2.0043,Ω÷±ﬂµÍ,90800
122800,47,3.0625,Ω÷±ﬂµÍ,141500
112800,52,4.061,Ω÷±ﬂµÍ,113600
72000,42,5.1915,Ω÷±ﬂµÍ,183700
98800,45,3.6667,Ω÷±ﬂµÍ,123100
53300,42,2.625,Ω÷±ﬂµÍ,65400
139200,52,1.7794,Ω÷±ﬂµÍ,98800
117100,49,2.5043,Ω÷±ﬂµÍ,76700
99000,47,4.175,Ω÷±ﬂµÍ,98300
76600,52,2.2981,Ω÷±ﬂµÍ,105400
46300,41,3.4141,Ω÷±ﬂµÍ,90600
201900,30,1.5152,Ω÷±ﬂµÍ,81300
116700,38,2.6673,Ω÷±ﬂµÍ,87500
138800,39,2.6364,Ω÷±ﬂµÍ,93800
28400,42,2.8854,Ω÷±ﬂµÍ,55700
205000,32,2.1265,Ω÷±ﬂµÍ,55700
132200,43,2.5714,Ω÷±ﬂµÍ,70000
49200,43,2.6812,Ω÷±ﬂµÍ,72800
41400,52,2.1429,Ω÷±ﬂµÍ,69900
49800,45,1.6944,Ω÷±ﬂµÍ,75200
55000,39,1.1141,Ω÷±ﬂµÍ,54400
36700,43,2.5,Ω÷±ﬂµÍ,63600
74900,43,1.962,Ω÷±ﬂµÍ,52700
31000,52,2.5625,Ω÷±ﬂµÍ,54200
88500,41,0.9782,Ω÷±ﬂµÍ,54200
105600,39,1.5329,Ω÷±ﬂµÍ,48300
89100,31,2.5536,Ω÷±ﬂµÍ,50500
84600,34,1.7895,Ω÷±ﬂµÍ,63100
69000,43,2.3056,Ω÷±ﬂµÍ,62300
114300,41,3.0352,Ω÷±ﬂµÍ,69800
71600,41,2.0375,Ω÷±ﬂµÍ,75000
89200,35,1.7898,Ω÷±ﬂµÍ,63500
120800,40,2.0817,Ω÷±ﬂµÍ,55300
67700,44,1.725,Ω÷±ﬂµÍ,59300
136800,39,2.1583,Ω÷±ﬂµÍ,62000
38200,41,1.275,Ω÷±ﬂµÍ,54000
33500,40,2.5234,Ω÷±ﬂµÍ,62800
173000,26,2.4866,Ω÷±ﬂµÍ,68300
78800,29,1.9187,Ω÷±ﬂµÍ,57700
138400,46,1.9402,Ω÷±ﬂµÍ,62200
16900,36,3.7734,Ω÷±ﬂµÍ,63800
96700,30,1.7798,Ω÷±ﬂµÍ,65900
96000,21,2.0893,Ω÷±ﬂµÍ,65000
78200,28,2.3269,Ω÷±ﬂµÍ,55900
173400,31,2.0833,Ω÷±ﬂµÍ,48300
224800,33,1.4583,Ω÷±ﬂµÍ,53000
140900,43,1.7574,Ω÷±ﬂµÍ,51700
141300,24,2.125,Ω÷±ﬂµÍ,61200
218800,35,1.9375,Ω÷±ﬂµÍ,56700
45100,36,2.1705,Ω÷±ﬂµÍ,60300
226800,40,1.8814,Ω÷±ﬂµÍ,57700
185400,37,2.551,Ω÷±ﬂµÍ,59100
129400,24,2.7829,Ω÷±ﬂµÍ,61800
122300,23,2.1591,Ω÷±ﬂµÍ,67800
85100,30,2.4412,Ω÷±ﬂµÍ,61600
57600,31,1.69,Ω÷±ﬂµÍ,65900
114000,21,2.4667,Ω÷±ﬂµÍ,81400
320100,28,1.7694,Ω÷±ﬂµÍ,73900
23600,33,1.1964,Ω÷±ﬂµÍ,80400
51700,47,2.1991,Ω÷±ﬂµÍ,67200
95100,37,2.875,Ω÷±ﬂµÍ,57700
159100,37,1.6563,Ω÷±ﬂµÍ,57200
127700,44,1.5539,Ω÷±ﬂµÍ,59200
51400,36,2.625,Ω÷±ﬂµÍ,89200
112100,37,2.401,Ω÷±ﬂµÍ,58400
117700,30,1.9875,Ω÷±ﬂµÍ,56400
116300,31,2.625,Ω÷±ﬂµÍ,72100
31500,28,1.8958,Ω÷±ﬂµÍ,85700
153900,22,3.675,Ω÷±ﬂµÍ,152400
63000,27,5.318,Ω÷±ﬂµÍ,155100
164200,32,4.0444,Ω÷±ﬂµÍ,129200
217700,32,3.2889,Ω÷±ﬂµÍ,98900
53100,36,5.9191,Ω÷±ﬂµÍ,151900
17100,36,2.7045,Ω÷±ﬂµÍ,102800
111400,21,2.0091,Ω÷±ﬂµÍ,101500
78100,22,2.213,Ω÷±ﬂµÍ,87500
110900,33,4.3008,Ω÷±ﬂµÍ,136400
203800,30,5.1202,Ω÷±ﬂµÍ,133800
60800,31,3.1827,Ω÷±ﬂµÍ,162100
91500,37,4.3008,Ω÷±ﬂµÍ,119800
16700,30,4.5,Ω÷±ﬂµÍ,92800
174300,24,3.7413,Ω÷±ﬂµÍ,105300
194700,25,2.5742,Ω÷±ﬂµÍ,98400
154400,26,3.5379,Ω÷±ﬂµÍ,99100
165000,23,1.886,Ω÷±ﬂµÍ,105300
378500,23,1.7774,Ω÷±ﬂµÍ,100000
121500,29,3.2788,Ω÷±ﬂµÍ,100000
133800,27,2.6495,Ω÷±ﬂµÍ,116200
97700,35,4.3958,Ω÷±ﬂµÍ,108400
273400,24,2.7981,Ω÷±ﬂµÍ,92100
154700,30,3.994,Ω÷±ﬂµÍ,95500
189000,23,3.0729,Ω÷±ﬂµÍ,104800
130400,22,2.8348,Ω÷±ﬂµÍ,101600
136700,22,1.4274,Ω÷±ﬂµÍ,90500
16400,26,3.4107,Ω÷±ﬂµÍ,82800
13800,32,2.9821,Ω÷±ﬂµÍ,155000
6200,52,1.15,Ω÷±ﬂµÍ,112500
103500,25,3.5735,Ω÷±ﬂµÍ,106800
125700,26,4.9861,Ω÷±ﬂµÍ,201800
67700,32,6.1805,Ω÷±ﬂµÍ,247900
11600,42,5.5376,Ω÷±ﬂµÍ,212500
85900,29,6.6605,Ω÷±ﬂµÍ,220700
78300,35,2.8167,Ω÷±ﬂµÍ,162100
79000,22,2.4342,Ω÷±ﬂµÍ,125000
18200,21,2.8958,Ω÷±ﬂµÍ,135000
17900,27,2.3333,Ω÷±ﬂµÍ,87500
72100,25,2.4688,Ω÷±ﬂµÍ,126800
22600,38,5.5693,Ω÷±ﬂµÍ,153100
37300,27,5.0362,Ω÷±ﬂµÍ,181300
27000,39,6.0582,Ω÷±ﬂµÍ,157700
29000,35,3.225,Ω÷±ﬂµÍ,177100
20100,28,1.4732,Ω÷±ﬂµÍ,156300
28700,44,3.3882,Ω÷±ﬂµÍ,125000
145900,31,2.4674,Ω÷±ﬂµÍ,130900
76900,28,3.6389,Ω÷±ﬂµÍ,130400
134200,32,2.7958,Ω÷±ﬂµÍ,59000
90900,27,2.1513,Ω÷±ﬂµÍ,99700
20600,21,4.75,Ω÷±ﬂµÍ,121400
62900,30,2.8676,Ω÷±ﬂµÍ,76900
19300,35,2.5625,Ω÷±ﬂµÍ,146900
25600,42,3.1719,Ω÷±ﬂµÍ,158300
17100,28,0.9614,Ω÷±ﬂµÍ,55700
66400,43,1.6458,Ω÷±ﬂµÍ,83600
67800,34,2.9531,Ω÷±ﬂµÍ,104000
12500,38,2.9,Ω÷±ﬂµÍ,125000
154200,26,5.7485,Ω÷±ﬂµÍ,162500
30800,29,2.6563,Ω÷±ﬂµÍ,103100
5900,49,3.65,Ω÷±ﬂµÍ,162500
184800,31,2.2891,Ω÷±ﬂµÍ,162500
109400,44,2.6842,Ω÷±ﬂµÍ,156300
86800,35,2.0284,Ω÷±ﬂµÍ,96300
87800,42,4.3553,Ω÷±ﬂµÍ,185700
92300,32,5.5057,Ω÷±ﬂµÍ,147200
13400,22,3.95,Ω÷±ﬂµÍ,178100
24000,48,3.6312,Ω÷±ﬂµÍ,202800
23600,23,6.4562,Ω÷±ﬂµÍ,230000
52500,35,2.0625,Ω÷±ﬂµÍ,155000
15400,31,2.0694,Ω÷±ﬂµÍ,175000
53300,21,3.1917,Ω÷±ﬂµÍ,204500
116700,28,3.0592,Ω÷±ﬂµÍ,152800
30300,27,3.875,Ω÷±ﬂµÍ,127400
140900,34,3.2338,Ω÷±ﬂµÍ,101800
67400,34,2.515,Ω÷±ﬂµÍ,110800
45300,31,2.3917,Ω÷±ﬂµÍ,113500
47000,27,2.8942,Ω÷±ﬂµÍ,116700
129800,23,3.2303,Ω÷±ﬂµÍ,131800
188600,23,4.8787,Ω÷±ﬂµÍ,175300
143100,37,3.3987,Ω÷±ﬂµÍ,99500
265900,33,2.2883,Ω÷±ﬂµÍ,86900
57600,40,2.125,Ω÷±ﬂµÍ,137500
122300,38,4.119,Ω÷±ﬂµÍ,128800
80400,48,4.0625,Ω÷±ﬂµÍ,143200
43700,52,2.1979,Ω÷±ﬂµÍ,114100
119700,40,2.1771,Ω÷±ﬂµÍ,98200
191600,32,2.5401,Ω÷±ﬂµÍ,125400
190600,34,2.8237,Ω÷±ﬂµÍ,110700
104300,44,2.4949,Ω÷±ﬂµÍ,108000
93700,26,5.0528,Ω÷±ﬂµÍ,153700
186200,39,1.9238,Ω÷±ﬂµÍ,70700
145500,37,2.5587,Ω÷±ﬂµÍ,87800
122600,38,2.2188,Ω÷±ﬂµÍ,68800
118200,27,1.8575,Ω÷±ﬂµÍ,73800
78900,25,3.2993,Ω÷±ﬂµÍ,91100
201600,35,1.75,Ω÷±ﬂµÍ,82900
205300,25,2.0875,Ω÷±ﬂµÍ,83100
136500,28,3.3929,Ω÷±ﬂµÍ,113000
203800,24,3.475,Ω÷±ﬂµÍ,151200
145500,27,3.6398,Ω÷±ﬂµÍ,146700
99900,31,2.4906,Ω÷±ﬂµÍ,122500
35800,23,2.4545,Ω÷±ﬂµÍ,105000
108500,27,3.7687,Ω÷±ﬂµÍ,165200
107300,21,4.8125,Ω÷±ﬂµÍ,161100
87300,27,4.7069,Ω÷±ﬂµÍ,176900
47100,32,2.9241,Ω÷±ﬂµÍ,187500
102100,21,4.517,Ω÷±ﬂµÍ,152200
50500,36,3.4265,Ω÷±ﬂµÍ,158900
119800,32,2.9083,Ω÷±ﬂµÍ,113400
123100,28,2.883,Ω÷±ﬂµÍ,141900
115600,32,3.8534,Ω÷±ﬂµÍ,157600
146600,32,2.5643,Ω÷±ﬂµÍ,200000
125800,24,2.683,Ω÷±ﬂµÍ,169400
52300,31,2.4598,Ω÷±ﬂµÍ,97100
24400,28,3.4643,Ω÷±ﬂµÍ,90900
57300,35,2.3924,Ω÷±ﬂµÍ,102200
117500,21,3.6016,Ω÷±ﬂµÍ,134600
66700,40,3.3158,Ω÷±ﬂµÍ,125900
95800,35,3.3578,Ω÷±ﬂµÍ,149000
125200,22,4.1833,Ω÷±ﬂµÍ,192100
129200,22,3.4009,Ω÷±ﬂµÍ,182400
131000,34,2.6368,Ω÷±ﬂµÍ,165600
171900,28,2.1186,Ω÷±ﬂµÍ,94400
52100,37,2.125,Ω÷±ﬂµÍ,91900
46000,31,2.7443,Ω÷±ﬂµÍ,94200
16000,44,2.1786,Ω÷±ﬂµÍ,120800
16700,45,1.4853,Ω÷±ﬂµÍ,101800
44600,33,1.6724,Ω÷±ﬂµÍ,96900
97100,33,2.6053,Ω÷±ﬂµÍ,99200
151200,28,3.7546,Ω÷±ﬂµÍ,135300
92700,24,3.5625,Ω÷±ﬂµÍ,130800
50200,36,2.4798,Ω÷±ﬂµÍ,101500
17100,37,4.0972,Ω÷±ﬂµÍ,101800
308200,22,3.5365,Ω÷±ﬂµÍ,111800
131600,35,3.8472,Ω÷±ﬂµÍ,197600
19300,26,7.3718,Ω÷±ﬂµÍ,212500
71200,36,1.7228,Ω÷±ﬂµÍ,105000
132000,38,2.5025,Ω÷±ﬂµÍ,101900
113000,21,4.0815,Ω÷±ﬂµÍ,117900
119800,23,2.7734,Ω÷±ﬂµÍ,116800
71300,28,4.0208,Ω÷±ﬂµÍ,155700
60400,35,2.2391,Ω÷±ﬂµÍ,120000
13000,36,3.1429,Ω÷±ﬂµÍ,179200
83000,26,2.6458,Ω÷±ﬂµÍ,127500
44300,32,2.5156,Ω÷±ﬂµÍ,86300
58500,24,2.6181,Ω÷±ﬂµÍ,163500
106100,33,3.5242,Ω÷±ﬂµÍ,121400
34000,45,4.8021,Ω÷±ﬂµÍ,133500
32000,38,2.825,Ω÷±ﬂµÍ,152500
31300,35,3.15,Ω÷±ﬂµÍ,153200
68300,33,4.3687,Ω÷±ﬂµÍ,128700
75400,34,3.1333,Ω÷±ﬂµÍ,132000
85500,41,2.75,Ω÷±ﬂµÍ,127300
69900,42,3.3611,Ω÷±ﬂµÍ,117600
42600,52,3.0865,Ω÷±ﬂµÍ,119800
42700,40,3.5789,Ω÷±ﬂµÍ,110400
106500,30,2.1424,Ω÷±ﬂµÍ,125000
97000,33,3.5096,Ω÷±ﬂµÍ,141700
41700,29,4.2768,Ω÷±ﬂµÍ,151300
58900,52,1.6937,Ω÷±ﬂµÍ,108300
62300,52,1.725,Ω÷±ﬂµÍ,111500
37000,25,3.1319,Ω÷±ﬂµÍ,112500
131200,40,2.9955,Ω÷±ﬂµÍ,134700
440200,22,1.9792,Ω÷±ﬂµÍ,63000
78100,21,4.3015,Ω÷±ﬂµÍ,250000
67100,29,3.0602,Ω÷±ﬂµÍ,69800
164900,36,3.3816,…Ã≥°µÍ,253400
104500,41,4.1146,…Ã≥°µÍ,272200
34000,48,5.966,…Ã≥°µÍ,315200
137600,23,2.4113,…Ã≥°µÍ,214200
178100,44,3.6827,…Ã≥°µÍ,215300
224900,24,4.6098,…Ã≥°µÍ,290400
195800,34,3.6811,…Ã≥°µÍ,273000
114100,44,3.9696,…Ã≥°µÍ,258300
116900,36,5.033,…Ã≥°µÍ,270900
118900,36,4.7917,…Ã≥°µÍ,276100
84600,34,5.3683,…Ã≥°µÍ,339400
44500,36,5.8221,…Ã≥°µÍ,289400
339900,23,5.6683,…Ã≥°µÍ,391000
348400,23,6.5948,…Ã≥°µÍ,404000
120400,39,2.8482,…Ã≥°µÍ,247200
243700,24,2.2746,…Ã≥°µÍ,225000
538000,35,4.1776,…Ã≥°µÍ,265300
177100,37,3.0147,…Ã≥°µÍ,218100
99100,32,1.9844,…Ã≥°µÍ,270000
65200,41,5.1654,…Ã≥°µÍ,233600
61000,30,3.4427,…Ã≥°µÍ,263500
49200,45,4.2708,…Ã≥°µÍ,267000
60800,38,4.5568,…Ã≥°µÍ,286900
58900,44,4.8068,…Ã≥°µÍ,312300
84600,44,4.2083,…Ã≥°µÍ,278200
93900,37,3.1989,…Ã≥°µÍ,320800
158700,37,2.8258,…Ã≥°µÍ,232800
83100,40,15.0001,…Ã≥°µÍ,500001
98500,40,9.9025,…Ã≥°µÍ,500001
85200,37,13.367,…Ã≥°µÍ,500001
100600,44,5.397,…Ã≥°µÍ,341700
117800,39,5.9629,…Ã≥°µÍ,352700
309100,33,2.6506,…Ã≥°µÍ,162600
194900,36,2.3769,…Ã≥°µÍ,157300
1300,46,15.0001,…Ã≥°µÍ,500001
98100,36,4.0039,…Ã≥°µÍ,148900
193100,36,3.7917,…Ã≥°µÍ,160600
79500,36,3.8194,…Ã≥°µÍ,159400
154600,25,5.0893,…Ã≥°µÍ,173400
138500,37,2.5294,…Ã≥°µÍ,159400
113300,35,3.7312,…Ã≥°µÍ,159600
95500,38,2.0096,…Ã≥°µÍ,155700
171100,31,3.2642,…Ã≥°µÍ,185600
112600,30,4.983,…Ã≥°µÍ,166700
290900,37,2.8868,…Ã≥°µÍ,156600
163400,37,2.7993,…Ã≥°µÍ,145500
133100,38,3.0521,…Ã≥°µÍ,151500
267800,30,3.6712,…Ã≥°µÍ,308600
416500,27,2.4375,…Ã≥°µÍ,189000
56600,39,5.6407,…Ã≥°µÍ,326400
79400,42,5.6234,…Ã≥°µÍ,379600
84400,45,6.227,…Ã≥°µÍ,417800
7600,50,7.6129,…Ã≥°µÍ,412500
140300,32,4.2667,…Ã≥°µÍ,410200
104400,47,9.459,…Ã≥°µÍ,500001
200200,34,4.1985,…Ã≥°µÍ,500001
76600,33,4.4531,…Ã≥°µÍ,500001
38800,35,5.1995,…Ã≥°µÍ,500001
81700,43,4.4688,…Ã≥°µÍ,460200
212800,37,4,…Ã≥°µÍ,394300
275600,21,2.9817,…Ã≥°µÍ,225000
727300,21,4.3351,…Ã≥°µÍ,267400
800,26,3.75,…Ã≥°µÍ,375000
41300,22,3.6875,…Ã≥°µÍ,40000
83700,21,5.6999,…Ã≥°µÍ,470000
37300,23,5.9291,…Ã≥°µÍ,284600
81500,26,5.7657,…Ã≥°µÍ,322300
99900,25,5.806,…Ã≥°µÍ,308700
103600,36,5.1408,…Ã≥°µÍ,264700
302500,33,5.4721,…Ã≥°µÍ,343300
66200,22,3.5179,…Ã≥°µÍ,197200
269900,23,3.8003,…Ã≥°µÍ,229800
276400,27,3.4198,…Ã≥°µÍ,351900
208700,26,3.2875,…Ã≥°µÍ,182700
231400,27,3.4868,…Ã≥°µÍ,165600
137400,23,4.3077,…Ã≥°µÍ,293500
36700,23,3.1736,…Ã≥°µÍ,181300
44800,52,2.5208,…Ã≥°µÍ,316700
102900,43,3.7318,…Ã≥°µÍ,327700
105700,30,3.725,…Ã≥°µÍ,261300
264500,24,3.6742,…Ã≥°µÍ,275000
84800,44,2.8438,…Ã≥°µÍ,307100
54300,46,3.2083,…Ã≥°µÍ,334300
93200,30,3.5045,…Ã≥°µÍ,352500
58900,37,5.0131,…Ã≥°µÍ,330300
56200,26,4.5644,…Ã≥°µÍ,280200
102300,39,4.5833,…Ã≥°µÍ,342400
59100,31,3.5909,…Ã≥°µÍ,353100
79400,36,5.0871,…Ã≥°µÍ,354500
77400,34,2.7279,…Ã≥°µÍ,365600
47500,36,5.5385,…Ã≥°µÍ,359000
84900,34,6.2884,…Ã≥°µÍ,414700
105500,36,6.1995,…Ã≥°µÍ,407200
149600,33,3.4042,…Ã≥°µÍ,353600
44800,36,5.0086,…Ã≥°µÍ,366700
48500,36,5.0796,…Ã≥°µÍ,373400
34800,36,6.828,…Ã≥°µÍ,383900
70700,29,7.1108,…Ã≥°µÍ,465000
46400,27,6.8374,…Ã≥°µÍ,500001
77600,34,5.2971,…Ã≥°µÍ,442100
36800,25,3.3917,…Ã≥°µÍ,342900
165700,22,4.8021,…Ã≥°µÍ,457500
109700,30,7.9813,…Ã≥°µÍ,473500
100100,31,9.281,…Ã≥°µÍ,500001
80500,37,5.0222,…Ã≥°µÍ,500001
93000,37,7.5274,…Ã≥°µÍ,500001
72800,28,8.2266,…Ã≥°µÍ,500001
54800,35,7.7068,…Ã≥°µÍ,500001
83200,33,10.3591,…Ã≥°µÍ,500001
157700,37,7.5655,…Ã≥°µÍ,500001
94500,37,8.3924,…Ã≥°µÍ,500001
92900,40,8.1064,…Ã≥°µÍ,500001
52000,22,10.3329,…Ã≥°µÍ,500001
129600,36,7.8177,…Ã≥°µÍ,500001
132900,22,5.0804,…Ã≥°µÍ,500001
41000,49,7.2045,…Ã≥°µÍ,500001
113800,31,4.9519,…Ã≥°µÍ,500001
65500,36,6.3967,…Ã≥°µÍ,500001
88100,35,7.6229,…Ã≥°µÍ,500001
92100,31,7.0245,…Ã≥°µÍ,500001
133600,34,8.9172,…Ã≥°µÍ,500001
50400,34,8.4709,…Ã≥°µÍ,500001
158300,32,10.3894,…Ã≥°µÍ,500001
268700,29,5.1335,…Ã≥°µÍ,461200
203900,36,5.4063,…Ã≥°µÍ,440900
94900,35,6.4588,…Ã≥°µÍ,437100
13400,46,4.15,…Ã≥°µÍ,265000
225100,36,3.5364,…Ã≥°µÍ,314100
125000,33,5.3727,…Ã≥°µÍ,360900
140500,35,7.3023,…Ã≥°µÍ,451300
156200,35,7.313,…Ã≥°µÍ,463700
126700,32,6.4949,…Ã≥°µÍ,417800
108400,35,7.1382,…Ã≥°µÍ,443800
65900,33,6.0884,…Ã≥°µÍ,432900
118700,35,5.2803,…Ã≥°µÍ,362100
116500,36,5.1524,…Ã≥°µÍ,373100
